Id,WnvPresent
1,0.000820049110812737
2,0.00036030840067692056
3,0.001072946228660425
4,6.368786826562447e-05
5,6.368786826562447e-05
6,6.368786826562447e-05
7,6.368786826562447e-05
8,6.368786826562447e-05
9,0.0008200531314065411
10,0.00036031016803482534
11,0.0010729514878443365
12,6.368818075530495e-05
13,6.368818075530495e-05
14,6.368818075530495e-05
15,6.368818075530495e-05
16,6.368818075530495e-05
17,0.0008212905097600635
18,0.00036085409066020897
19,0.00107457005419375
20,6.378435272100447e-05
21,6.378435272100447e-05
22,6.378435272100447e-05
23,6.378435272100447e-05
24,6.378435272100447e-05
25,0.0008059353009834424
26,0.0003541043529678985
27,0.0010544844171367417
28,6.259092521128425e-05
29,6.259092521128425e-05
30,6.259092521128425e-05
31,6.259092521128425e-05
32,6.259092521128425e-05
33,0.0008125300304174186
34,0.0003570032047961398
35,0.001063110786337096
36,6.310347232121065e-05
37,6.310347232121065e-05
38,6.310347232121065e-05
39,6.310347232121065e-05
40,6.310347232121065e-05
41,0.0008119593911826341
42,0.00035675236748783145
43,0.001062364351533943
44,6.30591215832562e-05
45,6.30591215832562e-05
46,6.30591215832562e-05
47,6.30591215832562e-05
48,6.30591215832562e-05
49,0.0008120012449584494
50,0.0003567707652507493
51,0.0010624190991189418
52,6.306237450528534e-05
53,6.306237450528534e-05
54,6.306237450528534e-05
55,6.306237450528534e-05
56,6.306237450528534e-05
57,0.0008129605592545971
58,0.00035719245353465557
59,0.001063673947067972
60,6.313693354876362e-05
61,6.313693354876362e-05
62,6.313693354876362e-05
63,6.313693354876362e-05
64,6.313693354876362e-05
65,0.0008095364338767125
66,0.00035568730390496617
67,0.001059194956195326
68,6.28708070737541e-05
69,6.28708070737541e-05
70,6.28708070737541e-05
71,6.28708070737541e-05
72,6.28708070737541e-05
73,0.0008187204073763925
74,0.00035972433452158525
75,0.0010712082021522632
76,6.35845985443572e-05
77,6.35845985443572e-05
78,6.35845985443572e-05
79,6.35845985443572e-05
80,6.35845985443572e-05
81,0.0008114287643511841
82,0.00035651911867534133
83,0.001061670255430897
84,6.301788069725466e-05
85,6.301788069725466e-05
86,6.301788069725466e-05
87,6.301788069725466e-05
88,6.301788069725466e-05
89,0.0008170561400417218
90,0.0003589927637551811
91,0.0010690312352405777
92,6.345524842436114e-05
93,6.345524842436114e-05
94,6.345524842436114e-05
95,6.345524842436114e-05
96,6.345524842436114e-05
97,0.0008173093091465004
98,0.00035910405054517754
99,0.0010693623965826995
100,6.34749251978844e-05
101,6.34749251978844e-05
102,6.34749251978844e-05
103,6.34749251978844e-05
104,6.34749251978844e-05
105,0.0008141207354564668
106,0.00035770243581612684
107,0.0010651915349751892
108,6.32271039939072e-05
109,6.32271039939072e-05
110,6.32271039939072e-05
111,6.32271039939072e-05
112,6.32271039939072e-05
113,0.000820880925546117
114,0.0003606740469219248
115,0.0010740342931998066
116,6.375251884500187e-05
117,6.375251884500187e-05
118,6.375251884500187e-05
119,6.375251884500187e-05
120,6.375251884500187e-05
121,0.0008192022969202105
122,0.0003599361615039849
123,0.0010718385437297408
124,6.362205201863154e-05
125,6.362205201863154e-05
126,6.362205201863154e-05
127,6.362205201863154e-05
128,6.362205201863154e-05
129,0.0008173003837230053
130,0.0003591001271522858
131,0.0010693507215601748
132,6.347423149721954e-05
133,6.347423149721954e-05
134,6.347423149721954e-05
135,6.347423149721954e-05
136,6.347423149721954e-05
137,0.000816434962411607
138,0.00035871970977957574
139,0.0010682186950478074
140,6.340696938300194e-05
141,6.340696938300194e-05
142,6.340696938300194e-05
143,6.340696938300194e-05
144,6.340696938300194e-05
145,0.0008203071859872361
146,0.00036042184443346926
147,0.0010732838068305678
148,6.37079264589316e-05
149,6.37079264589316e-05
150,6.37079264589316e-05
151,6.37079264589316e-05
152,6.37079264589316e-05
153,0.0008209936628575105
154,0.00036072360362581044
155,0.0010741817604543646
156,6.376128105918438e-05
157,6.376128105918438e-05
158,6.376128105918438e-05
159,6.376128105918438e-05
160,6.376128105918438e-05
161,0.0008217199903207211
162,0.0003610428804607718
163,0.0010751318406704566
164,6.38177330150622e-05
165,6.38177330150622e-05
166,6.38177330150622e-05
167,6.38177330150622e-05
168,6.38177330150622e-05
169,0.0008141589888205874
170,0.00035771925097833577
171,0.0010652415729101453
172,6.323007709978652e-05
173,6.323007709978652e-05
174,6.323007709978652e-05
175,6.323007709978652e-05
176,6.323007709978652e-05
177,0.0008186171392048919
178,0.00035967894034724435
179,0.001071073120918982
180,6.357657232804874e-05
181,6.357657232804874e-05
182,6.357657232804874e-05
183,6.357657232804874e-05
184,6.357657232804874e-05
185,0.0008171369253643789
186,0.0003590282749538149
187,0.00106913690760262
188,6.346152720883745e-05
189,6.346152720883745e-05
190,6.346152720883745e-05
191,6.346152720883745e-05
192,6.346152720883745e-05
193,0.0008186850404146342
194,0.00035970878806554005
195,0.0010711619399531539
196,6.358184975062036e-05
197,6.358184975062036e-05
198,6.358184975062036e-05
199,6.358184975062036e-05
200,6.358184975062036e-05
201,0.0004855560263038005
202,0.00021330074582345061
203,0.0006353635304924323
204,3.769833100972416e-05
205,3.769833100972416e-05
206,3.769833100972416e-05
207,3.769833100972416e-05
208,3.769833100972416e-05
209,0.0008165309293577179
210,0.0003587618944094951
211,0.0010683442259905734
212,6.341442810284235e-05
213,6.341442810284235e-05
214,6.341442810284235e-05
215,6.341442810284235e-05
216,6.341442810284235e-05
217,0.0008128573844321565
218,0.00035714710068742746
219,0.0010635389874612616
220,6.312891467300777e-05
221,6.312891467300777e-05
222,6.312891467300777e-05
223,6.312891467300777e-05
224,6.312891467300777e-05
225,0.0008065026815991152
226,0.0003543537561904624
227,0.0010552265922058111
228,6.263502219505233e-05
229,6.263502219505233e-05
230,6.263502219505233e-05
231,6.263502219505233e-05
232,6.263502219505233e-05
233,0.0008217249305228585
234,0.00036104505206081426
235,0.0010751383027519457
236,6.381811697997543e-05
237,6.381811697997543e-05
238,6.381811697997543e-05
