Id,WnvPresent
1,0.9999869794075292
2,0.9999769207681346
3,0.9999868996740552
4,0.9999558260854761
5,0.9999558260854761
6,0.9999558260854761
7,0.9999558260854761
8,0.9999558260854761
9,0.9999869797048072
10,0.9999769212950597
11,0.9999868999731536
12,0.9999558270939956
13,0.9999558270939956
14,0.9999558270939956
15,0.9999558270939956
16,0.9999558270939956
17,0.999987070804724
18,0.9999770827696708
19,0.9999869916309266
20,0.9999561361517795
21,0.9999561361517795
22,0.9999561361517795
23,0.9999561361517795
24,0.9999561361517795
25,0.9999858830371069
26,0.9999749774532435
27,0.9999857965899459
28,0.9999521066435543
29,0.9999521066435543
30,0.9999521066435543
31,0.9999521066435543
32,0.9999521066435543
33,0.9999864087336664
34,0.9999759092491779
35,0.9999863255056364
36,0.9999538900692214
37,0.9999538900692214
38,0.9999538900692214
39,0.9999538900692214
40,0.9999538900692214
41,0.9999863641958215
42,0.9999758303059216
43,0.9999862806950617
44,0.9999537389744012
45,0.9999537389744012
46,0.9999537389744012
47,0.9999537389744012
48,0.9999537389744012
49,0.9999863674684866
50,0.9999758361067148
51,0.9999862839877672
52,0.9999537500769299
53,0.9999537500769299
54,0.9999537500769299
55,0.9999537500769299
56,0.9999537500769299
57,0.9999864422191299
58,0.9999759686021098
59,0.9999863591961502
60,0.9999540036688139
61,0.9999540036688139
62,0.9999540036688139
63,0.9999540036688139
64,0.9999540036688139
65,0.9999861731006393
66,0.9999754915900896
67,0.9999860884296976
68,0.9999530906835826
69,0.9999530906835826
70,0.9999530906835826
71,0.9999530906835826
72,0.9999530906835826
73,0.9999868807116398
74,0.9999767458296871
75,0.9999868003737951
76,0.9999554912583978
77,0.9999554912583978
78,0.9999554912583978
79,0.9999554912583978
80,0.9999554912583978
81,0.9999863226217585
82,0.9999757566159685
83,0.9999862388664174
84,0.9999535979342518
85,0.9999535979342518
86,0.9999535979342518
87,0.9999535979342518
88,0.9999535979342518
89,0.999986755805049
90,0.9999765244328145
91,0.9999866747023314
92,0.9999550675114043
93,0.9999550675114043
94,0.9999550675114043
95,0.9999550675114043
96,0.9999550675114043
97,0.9999867748987483
98,0.9999765582763844
99,0.9999866939129519
100,0.9999551322869742
101,0.9999551322869742
102,0.9999551322869742
103,0.9999551322869742
104,0.9999551322869742
105,0.9999865319571811
106,0.999976127662682
107,0.9999864494837177
108,0.9999543081056652
109,0.9999543081056652
110,0.9999543081056652
111,0.9999543081056652
112,0.9999543081056652
113,0.999987040735738
114,0.9999770294723878
115,0.9999869613778113
116,0.9999560341422952
117,0.9999560341422952
118,0.9999560341422952
119,0.9999560341422952
120,0.9999560341422952
121,0.9999869166109878
122,0.9999768094612727
123,0.9999868364929753
124,0.999955613047381
125,0.999955613047381
126,0.999955613047381
127,0.999955613047381
128,0.999955613047381
129,0.9999867742261728
130,0.9999765570842446
131,0.9999866932362578
132,0.9999551300052545
133,0.9999551300052545
134,0.9999551300052545
135,0.9999551300052545
136,0.9999551300052545
137,0.999986708814563
138,0.9999764411422116
139,0.9999866274240962
140,0.9999549080957255
141,0.9999549080957255
142,0.9999549080957255
143,0.9999549080957255
144,0.9999549080957255
145,0.9999869984725929
146,0.9999769545609598
147,0.9999869188558651
148,0.9999558907639685
149,0.9999558907639685
150,0.9999558907639685
151,0.9999558907639685
152,0.9999558907639685
153,0.9999870490206357
154,0.9999770441573702
155,0.999986969713442
156,0.999956062248933
157,0.999956062248933
158,0.999956062248933
159,0.999956062248933
160,0.999956062248933
161,0.9999871022434081
162,0.9999771384947467
163,0.9999870232621277
164,0.9999562428080009
165,0.9999562428080009
166,0.9999562428080009
167,0.9999562428080009
168,0.9999562428080009
169,0.9999865349037215
170,0.9999761328854209
171,0.9999864524483012
172,0.9999543181018223
173,0.9999543181018223
174,0.9999543181018223
175,0.9999543181018223
176,0.9999543181018223
177,0.9999868730029063
178,0.9999767321659598
179,0.9999867926178571
180,0.9999554651064274
181,0.9999554651064274
182,0.9999554651064274
183,0.9999554651064274
184,0.9999554651064274
185,0.9999867619014127
186,0.9999765352386151
187,0.9999866808360265
188,0.99995508819338
189,0.99995508819338
190,0.99995508819338
191,0.99995508819338
192,0.99995508819338
193,0.999986878072196
194,0.9999767411512739
195,0.9999867977181887
196,0.9999554823040531
197,0.9999554823040531
198,0.9999554823040531
199,0.9999554823040531
200,0.9999554823040531
201,0.9998506234104904
202,0.9997352552247272
203,0.9998497088069161
204,0.999493387369088
205,0.999493387369088
206,0.999493387369088
207,0.999493387369088
208,0.999493387369088
209,0.9999867160874246
210,0.9999764540333531
211,0.9999866347414935
212,0.9999549327689765
213,0.9999549327689765
214,0.9999549327689765
215,0.9999549327689765
216,0.9999549327689765
217,0.9999864342035859
218,0.9999759543945705
219,0.9999863511315227
220,0.9999539764760419
221,0.9999539764760419
222,0.9999539764760419
223,0.9999539764760419
224,0.9999539764760419
225,0.9999859292254522
226,0.9999750593219484
227,0.9999858430611278
228,0.9999522633373439
229,0.9999522633373439
230,0.9999522633373439
231,0.9999522633373439
232,0.9999522633373439
233,0.9999871026044986
234,0.9999771391347797
235,0.9999870236254292
236,0.9999562440330059
237,0.9999562440330059
238,0.9999562440330059
239,0.9999562440330059
240,0.9999562440330059
241,0.9999868229162576
242,0.9999766433873944
243,0.9999867422244995
244,0.9999552951868919
245,0.9999552951868919
246,0.9999552951868919
247,0.9999552951868919
248,0.9999552951868919
249,0.9999868899439144
250,0.9999767621938912
251,0.9999868096626043
252,0.9999555225790019
253,0.9999555225790019
254,0.9999555225790019
255,0.9999555225790019
256,0.9999555225790019
257,0.999986306335542
258,0.9999757277486803
259,0.9999862224804715
260,0.9999535426832156
261,0.9999535426832156
262,0.9999535426832156
263,0.9999535426832156
264,0.9999535426832156
265,0.9999866030961809
266,0.9999762537564764
267,0.9999865210583413
268,0.9999545494452211
269,0.9999545494452211
270,0.9999545494452211
271,0.9999545494452211
272,0.9999545494452211
273,0.9999865703222439
274,0.9999761956647095
275,0.9999864880837113
276,0.9999544382593998
277,0.9999544382593998
278,0.9999544382593998
279,0.9999544382593998
280,0.9999544382593998
281,0.9999868492733088
282,0.9999766901052566
283,0.9999867687429497
284,0.9999553846034878
285,0.9999553846034878
286,0.9999553846034878
287,0.9999553846034878
288,0.9999553846034878
289,0.9999868526689333
290,0.9999766961239992
291,0.9999867721593674
292,0.9999553961231827
293,0.9999553961231827
294,0.9999553961231827
295,0.9999553961231827
296,0.9999553961231827
297,0.9999869502201396
298,0.9999768690334887
299,0.9999868703079348
300,0.999955727066864
301,0.999955727066864
302,0.999955727066864
303,0.999955727066864
304,0.999955727066864
305,0.9999866465985013
306,0.9999763308642956
307,0.9999865648270507
308,0.9999546970271883
309,0.9999546970271883
310,0.9999546970271883
311,0.9999546970271883
312,0.9999546970271883
313,0.9999867655111684
314,0.999976541636905
315,0.9999866844678866
316,0.9999551004395131
317,0.9999551004395131
318,0.9999551004395131
319,0.9999551004395131
320,0.9999551004395131
321,0.9999869844139394
322,0.9999769296419964
323,0.9999869047111223
324,0.9999558430697909
325,0.9999558430697909
326,0.9999558430697909
327,0.9999558430697909
328,0.9999558430697909
329,0.9999866807623375
330,0.9999763914196645
331,0.999986599200091
332,0.9999548129282958
333,0.9999548129282958
334,0.9999548129282958
335,0.9999548129282958
336,0.9999548129282958
337,0.9999867469953668
338,0.9999765088176584
339,0.9999866658387024
340,0.9999550376244695
341,0.9999550376244695
342,0.9999550376244695
343,0.9999550376244695
344,0.9999550376244695
345,0.9999865865253398
346,0.9999762243846786
347,0.9999865043860277
348,0.9999544932285189
349,0.9999544932285189
350,0.9999544932285189
351,0.9999544932285189
352,0.9999544932285189
353,0.9999867700135221
354,0.9999765496173242
355,0.9999866889978108
356,0.999955115713794
357,0.999955115713794
358,0.999955115713794
359,0.999955115713794
360,0.999955115713794
361,0.9999867199087937
362,0.9999764608067271
363,0.9999866385862631
364,0.9999549457330075
365,0.9999549457330075
366,0.9999549457330075
367,0.9999549457330075
368,0.9999549457330075
369,0.9999870095611738
370,0.9999769742154698
371,0.9999869300123475
372,0.9999559283821355
373,0.9999559283821355
374,0.9999559283821355
375,0.9999559283821355
376,0.9999559283821355
377,0.9999869879354694
378,0.9999769358839082
379,0.9999869082542165
380,0.9999558550166302
381,0.9999558550166302
382,0.9999558550166302
383,0.9999558550166302
384,0.9999558550166302
385,0.9999869072482246
386,0.9999767928657766
387,0.9999868270728784
388,0.9999555812840882
389,0.9999555812840882
390,0.9999555812840882
391,0.9999555812840882
392,0.9999555812840882
393,0.9999865513485413
394,0.9999761620338438
395,0.9999864689938218
396,0.9999543738909821
397,0.9999543738909821
398,0.9999543738909821
399,0.9999543738909821
400,0.9999543738909821
401,0.9999869236180922
402,0.9999768218813636
403,0.999986843542988
404,0.9999556368190718
405,0.9999556368190718
406,0.9999556368190718
407,0.9999556368190718
408,0.9999556368190718
409,0.999986629488739
410,0.9999763005372582
411,0.9999865476125155
412,0.9999546389821801
413,0.9999546389821801
414,0.9999546389821801
415,0.9999546389821801
416,0.9999546389821801
417,0.9999864177685598
418,0.9999759252635122
419,0.9999863345958556
420,0.9999539207201382
421,0.9999539207201382
422,0.9999539207201382
423,0.9999539207201382
424,0.9999539207201382
425,0.9999863735940109
426,0.9999758469641965
427,0.9999862901508014
428,0.9999537708577946
429,0.9999537708577946
430,0.9999537708577946
431,0.9999537708577946
432,0.9999537708577946
433,0.9999863589558248
434,0.9999758210180366
435,0.9999862754229775
436,0.9999537211976932
437,0.9999537211976932
438,0.9999537211976932
439,0.9999537211976932
440,0.9999537211976932
441,0.9999865891133614
442,0.9999762289719439
443,0.9999865069898971
444,0.9999545020084013
445,0.9999545020084013
446,0.9999545020084013
447,0.9999545020084013
448,0.9999545020084013
449,0.9999863897503043
450,0.9999758756011996
451,0.9999863064060288
452,0.9999538256680844
453,0.9999538256680844
454,0.9999538256680844
455,0.9999538256680844
456,0.9999538256680844
457,0.99998679830253
458,0.9999765997595745
459,0.9999867174600481
460,0.9999552116845511
461,0.9999552116845511
462,0.9999552116845511
463,0.9999552116845511
464,0.9999552116845511
465,0.9999867055179491
466,0.9999764352989657
467,0.9999866241072952
468,0.9999548969119317
469,0.9999548969119317
470,0.9999548969119317
471,0.9999548969119317
472,0.9999548969119317
473,0.9999868351317109
474,0.9999766650392801
475,0.9999867545147549
476,0.9999553366279549
477,0.9999553366279549
478,0.9999553366279549
479,0.9999553366279549
480,0.9999553366279549
481,0.9999869618259642
482,0.9999768896048116
483,0.9999868819848283
484,0.999955766439778
485,0.999955766439778
486,0.999955766439778
487,0.999955766439778
488,0.999955766439778
489,0.999986670062426
490,0.9999763724540804
491,0.999986588434658
492,0.9999547766287518
493,0.9999547766287518
494,0.9999547766287518
495,0.9999547766287518
496,0.9999547766287518
497,0.9999865138131979
498,0.9999760955024946
499,0.9999864312286284
500,0.9999542465520873
501,0.9999542465520873
502,0.9999542465520873
503,0.9999542465520873
504,0.9999542465520873
505,0.9999868457584403
506,0.9999766838751533
507,0.9999867652065577
508,0.9999553726792556
509,0.9999553726792556
510,0.9999553726792556
511,0.9999553726792556
512,0.9999553726792556
513,0.9999869294541054
514,0.9999768322256957
515,0.9999868494147383
516,0.999955656617821
517,0.999955656617821
518,0.999955656617821
519,0.999955656617821
520,0.999955656617821
521,0.9999863127461648
522,0.999975739111497
523,0.99998622893035
524,0.9999535644312709
525,0.9999535644312709
526,0.9999535644312709
527,0.9999535644312709
528,0.9999535644312709
529,0.9999868833085165
530,0.9999767504326504
531,0.9999868029865743
532,0.9999555000683339
533,0.9999555000683339
534,0.9999555000683339
535,0.9999555000683339
536,0.9999555000683339
537,0.9999869010148703
538,0.9999767818171579
539,0.9999868208013539
540,0.9999555601373568
541,0.9999555601373568
542,0.9999555601373568
543,0.9999555601373568
544,0.9999555601373568
545,0.9999863952888003
546,0.9999758854181742
547,0.9999863119784399
548,0.9999538444574546
549,0.9999538444574546
550,0.9999538444574546
551,0.9999538444574546
552,0.9999538444574546
553,0.999986913470714
554,0.9999768038951378
555,0.9999868333334717
556,0.9999556023939622
557,0.9999556023939622
558,0.9999556023939622
559,0.9999556023939622
560,0.9999556023939622
561,0.9999868195947234
562,0.9999766374999768
